[0.002] I: Not running on a Raspberry Pi.
== Lennox Winslow PS40
[212.798] I: Pausing for undefinedms
[212.799] I: Pausing for undefinedms
[212.801] I: Pausing for undefinedms
[212.802] I: Pausing for undefinedms
[212.803] I: Pausing for undefinedms
[212.804] I: Pausing for undefinedms
[212.805] I: Pausing for undefinedms
[212.807] I: Pausing for undefinedms
[212.808] I: Pausing for undefinedms
[212.809] I: Pausing for undefinedms
[212.81] I: Pausing for undefinedms
[212.812] I: Pausing for undefinedms
[212.813] I: Pausing for undefinedms
[212.814] I: Pausing for undefinedms
[212.816] I: Pausing for undefinedms
[212.817] I: Pausing for undefinedms
[212.818] I: Pausing for undefinedms
[212.819] I: Pausing for undefinedms
[212.821] I: Pausing for undefinedms
[212.822] I: Pausing for undefinedms
[212.823] I: Pausing for undefinedms
[212.823] I: Pausing for undefinedms
[212.824] I: Pausing for undefinedms
[212.825] I: Pausing for undefinedms
[212.827] I: Pausing for undefinedms
[212.828] I: Pausing for undefinedms
[212.829] I: Pausing for undefinedms
[212.83] I: Pausing for undefinedms
[212.832] I: Pausing for undefinedms
[212.833] I: Pausing for undefinedms
[212.834] I: Pausing for undefinedms
[212.835] I: Pausing for undefinedms
[212.836] I: Pausing for undefinedms
[212.838] I: Pausing for undefinedms
[212.839] I: Pausing for undefinedms
[212.84] I: Pausing for undefinedms
[212.841] I: Pausing for undefinedms
[212.843] I: Pausing for undefinedms
[212.844] I: Pausing for undefinedms
[212.845] I: Pausing for undefinedms
[212.846] I: Pausing for undefinedms
[212.848] I: Pausing for undefinedms
[212.849] I: Pausing for undefinedms
[212.85] I: Pausing for undefinedms
[212.85] I: Pausing for undefinedms
[212.851] I: Pausing for undefinedms
[212.853] I: Pausing for undefinedms
[212.854] I: Pausing for undefinedms
[212.855] I: Pausing for undefinedms
[212.856] I: Pausing for undefinedms
[212.857] I: Pausing for undefinedms
[212.859] I: Pausing for undefinedms
[212.86] I: Pausing for undefinedms
[212.861] I: Pausing for undefinedms
[212.862] I: Pausing for undefinedms
[212.864] I: Pausing for undefinedms
[212.865] I: Pausing for undefinedms
[212.866] I: Pausing for undefinedms
[212.867] I: Pausing for undefinedms
[212.869] I: Pausing for undefinedms
[212.87] I: Pausing for undefinedms
[212.871] I: Pausing for undefinedms
[212.871] I: Pausing for undefinedms
[212.872] I: Pausing for undefinedms
[212.874] I: Pausing for undefinedms
[212.875] I: Pausing for undefinedms
[212.876] I: Pausing for undefinedms
[212.876] I: Pausing for undefinedms
[212.877] I: Pausing for undefinedms
[212.879] I: Pausing for undefinedms
[212.88] I: Pausing for undefinedms
[212.881] I: Pausing for undefinedms
[212.882] I: Pausing for undefinedms
[212.884] I: Pausing for undefinedms
[212.885] I: Pausing for undefinedms
[212.886] I: Pausing for undefinedms
[212.887] I: Pausing for undefinedms
[212.889] I: Pausing for undefinedms
[212.89] I: Pausing for undefinedms
[212.891] I: Pausing for undefinedms
[212.892] I: Pausing for undefinedms
[212.893] I: Pausing for undefinedms
[212.895] I: Pausing for undefinedms
[212.896] I: Pausing for undefinedms
[212.897] I: Pausing for undefinedms
[212.898] I: Pausing for undefinedms
[212.9] I: Pausing for undefinedms
[212.901] I: Pausing for undefinedms
[212.902] I: Pausing for undefinedms
[212.903] I: Pausing for undefinedms
[212.904] I: Pausing for undefinedms
[212.906] I: Pausing for undefinedms
[212.907] I: Pausing for undefinedms
[212.908] I: Pausing for undefinedms
[212.909] I: Pausing for undefinedms
[212.911] I: Pausing for undefinedms
[212.912] I: Pausing for undefinedms
[212.913] I: Pausing for undefinedms
[212.914] I: Pausing for undefinedms
[212.916] I: Pausing for undefinedms
[212.917] I: Pausing for undefinedms
[212.918] I: Pausing for undefinedms
[212.919] I: Pausing for undefinedms
[212.92] I: Pausing for undefinedms
[212.922] I: Pausing for undefinedms
[212.923] I: Pausing for undefinedms
[212.924] I: Pausing for undefinedms
[212.924] I: Pausing for undefinedms
[212.925] I: Pausing for undefinedms
[212.927] I: Pausing for undefinedms
[212.928] I: Pausing for undefinedms
[212.929] I: Pausing for undefinedms
[212.93] I: Pausing for undefinedms
[212.931] I: Pausing for undefinedms
[212.933] I: Pausing for undefinedms
[212.934] I: Pausing for undefinedms
[212.935] I: Pausing for undefinedms
[212.936] I: Pausing for undefinedms
[212.938] I: Pausing for undefinedms
[212.939] I: Pausing for undefinedms
[212.94] I: Pausing for undefinedms
[212.941] I: Pausing for undefinedms
[212.942] I: Pausing for undefinedms
[212.944] I: Pausing for undefinedms
[212.945] I: Pausing for undefinedms
[212.946] I: Pausing for undefinedms
[212.947] I: Pausing for undefinedms
[212.948] I: Pausing for undefinedms
[212.95] I: Pausing for undefinedms
[212.951] I: Pausing for undefinedms
[212.952] I: Pausing for undefinedms
[212.953] I: Pausing for undefinedms
[212.955] I: Pausing for undefinedms
[212.956] I: Pausing for undefinedms
[212.957] I: Pausing for undefinedms
[212.958] I: Pausing for undefinedms
[212.96] I: Pausing for undefinedms
[212.961] I: Pausing for undefinedms
[212.962] I: Pausing for undefinedms
[212.963] I: Pausing for undefinedms
[212.964] I: Pausing for undefinedms
[212.966] I: Pausing for undefinedms
[212.967] I: Pausing for undefinedms
[212.968] I: Pausing for undefinedms
[212.969] I: Pausing for undefinedms
[212.97] I: Pausing for undefinedms
[212.972] I: Pausing for undefinedms
[212.973] I: Pausing for undefinedms
[212.974] I: Pausing for undefinedms
[212.975] I: Pausing for undefinedms
[212.977] I: Pausing for undefinedms
[212.978] I: Pausing for undefinedms
[212.979] I: Pausing for undefinedms
[212.98] I: Pausing for undefinedms
[212.981] I: Pausing for undefinedms
[212.983] I: Pausing for undefinedms
[212.984] I: Pausing for undefinedms
[212.985] I: Pausing for undefinedms
[212.986] I: Pausing for undefinedms
[212.988] I: Pausing for undefinedms
[212.989] I: Pausing for undefinedms
[212.99] I: Pausing for undefinedms
[212.991] I: Pausing for undefinedms
[212.993] I: Pausing for undefinedms
[212.994] I: Pausing for undefinedms
[212.995] I: Pausing for undefinedms
[212.997] I: Pausing for undefinedms
[212.998] I: Pausing for undefinedms
[212.999] I: Pausing for undefinedms
[213] I: Pausing for undefinedms
[213.002] I: Pausing for undefinedms
[213.003] I: Pausing for undefinedms
[213.004] I: Pausing for undefinedms
[213.005] I: Pausing for undefinedms
[213.007] I: Pausing for undefinedms
[213.008] I: Pausing for undefinedms
[213.009] I: Pausing for undefinedms
[213.01] I: Pausing for undefinedms
[213.012] I: Pausing for undefinedms
[213.013] I: Pausing for undefinedms
[213.014] I: Pausing for undefinedms
[213.015] I: Pausing for undefinedms
[213.017] I: Pausing for undefinedms
[213.018] I: Pausing for undefinedms
[213.019] I: Pausing for undefinedms
[213.02] I: Pausing for undefinedms
[213.021] I: Pausing for undefinedms
[213.023] I: Pausing for undefinedms
[213.024] I: Pausing for undefinedms
[213.025] I: Pausing for undefinedms
[213.026] I: Pausing for undefinedms
[213.028] I: Pausing for undefinedms
[213.029] I: Pausing for undefinedms
[213.03] I: Pausing for undefinedms
[213.031] I: Pausing for undefinedms
[213.033] I: Pausing for undefinedms
[213.034] I: Pausing for undefinedms
[213.035] I: Pausing for undefinedms
[213.036] I: Pausing for undefinedms
[213.037] I: Pausing for undefinedms
[213.039] I: Pausing for undefinedms
[213.04] I: Pausing for undefinedms
[213.041] I: Pausing for undefinedms
[213.042] I: Pausing for undefinedms
[213.044] I: Pausing for undefinedms
[213.045] I: Pausing for undefinedms
[213.046] I: Pausing for undefinedms
[213.047] I: Pausing for undefinedms
[213.048] I: Pausing for undefinedms
[213.05] I: Pausing for undefinedms
[213.051] I: Pausing for undefinedms
[213.052] I: Pausing for undefinedms
[213.053] I: Pausing for undefinedms
[213.055] I: Pausing for undefinedms
[213.056] I: Pausing for undefinedms
[213.057] I: Pausing for undefinedms
[213.058] I: Pausing for undefinedms
[213.059] I: Pausing for undefinedms
[213.061] I: Pausing for undefinedms
[213.062] I: Pausing for undefinedms
[213.063] I: Pausing for undefinedms
[213.064] I: Pausing for undefinedms
[213.066] I: Pausing for undefinedms
[213.067] I: Pausing for undefinedms
[213.068] I: Pausing for undefinedms
[213.069] I: Pausing for undefinedms
[213.071] I: Pausing for undefinedms
[213.072] I: Pausing for undefinedms
[213.073] I: Pausing for undefinedms
[213.074] I: Pausing for undefinedms
[213.075] I: Pausing for undefinedms
[213.077] I: Pausing for undefinedms
[213.078] I: Pausing for undefinedms
[213.079] I: Pausing for undefinedms
[213.08] I: Pausing for undefinedms
[213.082] I: Pausing for undefinedms
[213.083] I: Pausing for undefinedms
[213.084] I: Pausing for undefinedms
[213.085] I: Pausing for undefinedms
[213.086] I: Pausing for undefinedms
[213.088] I: Pausing for undefinedms
[213.089] I: Pausing for undefinedms
[213.09] I: Pausing for undefinedms
[213.091] I: Pausing for undefinedms
[213.092] I: Pausing for undefinedms
[213.094] I: Pausing for undefinedms
[213.095] I: Pausing for undefinedms
[213.096] I: Pausing for undefinedms
[213.097] I: Pausing for undefinedms
[213.098] I: Pausing for undefinedms
[213.1] I: Pausing for undefinedms
[213.101] I: Pausing for undefinedms
[213.102] I: Pausing for undefinedms
[213.103] I: Pausing for undefinedms
[213.105] I: Pausing for undefinedms
[213.106] I: Pausing for undefinedms
[213.107] I: Pausing for undefinedms
[213.108] I: Pausing for undefinedms
[213.109] I: Pausing for undefinedms
[213.111] I: Pausing for undefinedms
[213.112] I: Pausing for undefinedms
[213.113] I: Pausing for undefinedms
[213.114] I: Pausing for undefinedms
[213.115] I: Pausing for undefinedms
[213.117] I: Pausing for undefinedms
[213.118] I: Pausing for undefinedms
[213.119] I: Pausing for undefinedms
[213.12] I: Pausing for undefinedms
[213.122] I: Pausing for undefinedms
[213.123] I: Pausing for undefinedms
[213.124] I: Pausing for undefinedms
[213.125] I: Pausing for undefinedms
[213.126] I: Pausing for undefinedms
[213.128] I: Pausing for undefinedms
[213.129] I: Pausing for undefinedms
[213.13] I: Pausing for undefinedms
[213.131] I: Pausing for undefinedms
[213.132] I: Pausing for undefinedms
[213.134] I: Pausing for undefinedms
[213.135] I: Pausing for undefinedms
[213.135] I: Pausing for undefinedms
[213.136] I: Pausing for undefinedms
[213.138] I: Pausing for undefinedms
[213.139] I: Pausing for undefinedms
[213.14] I: Pausing for undefinedms
[213.14] I: Pausing for undefinedms
[213.141] I: Pausing for undefinedms
[213.143] I: Pausing for undefinedms
[213.144] I: Pausing for undefinedms
[213.145] I: Pausing for undefinedms
[213.146] I: Pausing for undefinedms
[213.147] I: Pausing for undefinedms
[213.149] I: Pausing for undefinedms
[213.15] I: Pausing for undefinedms
[213.151] I: Pausing for undefinedms
[213.152] I: Pausing for undefinedms
[213.154] I: Pausing for undefinedms
[213.155] I: Pausing for undefinedms
[213.156] I: Pausing for undefinedms
[213.157] I: Pausing for undefinedms
[213.158] I: Pausing for undefinedms
[213.16] I: Pausing for undefinedms
[213.161] I: Pausing for undefinedms
[213.162] I: Pausing for undefinedms
[213.163] I: Pausing for undefinedms
[213.164] I: Pausing for undefinedms
[213.166] I: Pausing for undefinedms
[213.167] I: Pausing for undefinedms
[213.168] I: Pausing for undefinedms
[213.169] I: Pausing for undefinedms
[213.17] I: Pausing for undefinedms
[213.172] I: Pausing for undefinedms
[213.173] I: Pausing for undefinedms
[213.174] I: Pausing for undefinedms
[213.175] I: Pausing for undefinedms
[213.176] I: Pausing for undefinedms
[213.178] I: Pausing for undefinedms
[213.179] I: Pausing for undefinedms
[213.18] I: Pausing for undefinedms
[213.181] I: Pausing for undefinedms
[213.183] I: Pausing for undefinedms
[213.184] I: Pausing for undefinedms
[213.185] I: Pausing for undefinedms
[213.186] I: Pausing for undefinedms
[213.187] I: Pausing for undefinedms
[213.189] I: Pausing for undefinedms
[213.19] I: Pausing for undefinedms
[213.191] I: Pausing for undefinedms
[213.192] I: Pausing for undefinedms
[213.193] I: Pausing for undefinedms
[213.195] I: Pausing for undefinedms
[213.196] I: Pausing for undefinedms
[213.197] I: Pausing for undefinedms
[213.197] I: Pausing for undefinedms
[213.198] I: Pausing for undefinedms
[213.2] I: Pausing for undefinedms
[213.201] I: Pausing for undefinedms
[213.202] I: Pausing for undefinedms
[213.203] I: Pausing for undefinedms
[213.204] I: Pausing for undefinedms
[213.206] I: Pausing for undefinedms
[213.207] I: Pausing for undefinedms
[213.208] I: Pausing for undefinedms
[213.209] I: Pausing for undefinedms
[213.21] I: Pausing for undefinedms
[213.212] I: Pausing for undefinedms
[213.213] I: Pausing for undefinedms
[213.214] I: Pausing for undefinedms
[213.215] I: Pausing for undefinedms
[213.216] I: Pausing for undefinedms
[213.218] I: Pausing for undefinedms
[213.219] I: Pausing for undefinedms
[213.22] I: Pausing for undefinedms
[213.221] I: Pausing for undefinedms
[213.223] I: Pausing for undefinedms
[213.224] I: Pausing for undefinedms
[213.225] I: Pausing for undefinedms
[213.226] I: Pausing for undefinedms
[213.228] I: Pausing for undefinedms
[213.229] I: Pausing for undefinedms
[213.23] I: Pausing for undefinedms
[213.232] I: Pausing for undefinedms
[213.233] I: Pausing for undefinedms
[213.234] I: Pausing for undefinedms
[213.235] I: Pausing for undefinedms
[213.236] I: Pausing for undefinedms
[213.238] I: Pausing for undefinedms
[213.239] I: Pausing for undefinedms
[213.24] I: Pausing for undefinedms
[213.241] I: Pausing for undefinedms
[213.243] I: Pausing for undefinedms
[213.244] I: Pausing for undefinedms
[213.245] I: Pausing for undefinedms
[213.246] I: Pausing for undefinedms
[213.248] I: Pausing for undefinedms
[213.249] I: Pausing for undefinedms
[213.25] I: Pausing for undefinedms
[213.25] I: Pausing for undefinedms
[213.251] I: Pausing for undefinedms
[213.253] I: Pausing for undefinedms
[213.254] I: Pausing for undefinedms
[213.255] I: Pausing for undefinedms
[213.256] I: Pausing for undefinedms
[213.257] I: Pausing for undefinedms
[213.259] I: Pausing for undefinedms
[213.26] I: Pausing for undefinedms
[213.261] I: Pausing for undefinedms
[213.263] I: Pausing for undefinedms
[213.264] I: Pausing for undefinedms
[213.265] I: Pausing for undefinedms
[213.266] I: Pausing for undefinedms
[213.268] I: Pausing for undefinedms
[213.269] I: Pausing for undefinedms
[213.27] I: Pausing for undefinedms
[213.271] I: Pausing for undefinedms
[213.272] I: Pausing for undefinedms
[213.273] I: Pausing for undefinedms
[213.275] I: Pausing for undefinedms
[213.277] I: Pausing for undefinedms
[213.278] I: Pausing for undefinedms
[213.279] I: Pausing for undefinedms
[213.281] I: Pausing for undefinedms
[213.282] I: Pausing for undefinedms
[213.283] I: Pausing for undefinedms
[213.284] I: Pausing for undefinedms
[213.285] I: Pausing for undefinedms
[213.287] I: Pausing for undefinedms
[213.288] I: Pausing for undefinedms
[213.289] I: Pausing for undefinedms
[213.289] I: Pausing for undefinedms
[213.29] I: Pausing for undefinedms
[213.291] I: Pausing for undefinedms
[213.293] I: Pausing for undefinedms
[213.294] I: Pausing for undefinedms
[213.295] I: Pausing for undefinedms
[213.296] I: Pausing for undefinedms
[213.297] I: Pausing for undefinedms
[213.299] I: Pausing for undefinedms
[213.3] I: Pausing for undefinedms
[213.301] I: Pausing for undefinedms
[213.302] I: Pausing for undefinedms
[213.304] I: Pausing for undefinedms
[213.305] I: Pausing for undefinedms
[213.306] I: Pausing for undefinedms
[213.306] I: Pausing for undefinedms
[213.307] I: Pausing for undefinedms
[213.309] I: Pausing for undefinedms
[213.31] I: Pausing for undefinedms
[213.311] I: Pausing for undefinedms
[213.312] I: Pausing for undefinedms
[213.314] I: Pausing for undefinedms
[213.315] I: Pausing for undefinedms
[213.316] I: Pausing for undefinedms
[213.316] I: Pausing for undefinedms
[213.317] I: Pausing for undefinedms
[213.319] I: Pausing for undefinedms
[213.32] I: Pausing for undefinedms
[213.321] I: Pausing for undefinedms
[213.321] I: Pausing for undefinedms
[213.322] I: Pausing for undefinedms
[213.324] I: Pausing for undefinedms
[213.325] I: Pausing for undefinedms
[213.326] I: Pausing for undefinedms
[213.327] I: Pausing for undefinedms
[213.328] I: Pausing for undefinedms
